id,added_on_year,type,bedrooms,bathrooms,toilets,parking_spaces,town,state,price
3377,2024,Detached Duplex,6,Unknown,7,Unknown,Asokoro District,Abuja,"₦600,000,000"
3378,2024,Terraced Duplex,4,4,5,2,Kado,Abuja,"₦400,000,000"
3379,2024,Terraced Duplex,4,5,5,Unknown,Katampe,Abuja,"₦140,000,000"
3380,2024,Flat / Apartment,3,3,4,2,Jahi,Abuja,"₦160,000,000"
3381,2024,Terraced Duplex,4,4,5,Unknown,Katampe,Abuja,"₦160,000,000"
3382,2024,Flat / Apartment,3,Unknown,4,Unknown,Mabushi,Abuja,"₦150,000,000"
3383,2024,Detached Duplex,5,5,6,8,Mbora (Nbora),Abuja,"₦350,000,000"
3384,2024,Detached Duplex,4,5,5,6,Lokogoma District,Abuja,"₦255,000,000"
3385,2024,Flat / Apartment,3,4,4,4,Mabushi,Abuja,"₦150,000,000"
3386,2024,Terraced Duplex,4,5,5,Unknown,Apo,Abuja,"₦120,000,000"
3387,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3388,2024,Terraced Duplex,4,4,5,3,Jahi,Abuja,"₦300,000,000"
3389,2024,Flat / Apartment,2,2,3,2,Jahi,Abuja,"₦150,000,000"
3390,2024,Detached Duplex,5,5,6,Unknown,Mbora (Nbora),Abuja,"₦350,000,000"
3391,2024,Terraced Duplex,4,4,4,3,Life Camp,Abuja,"₦80,000,000"
3392,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
3393,2024,Detached Duplex,5,5,6,7,Asokoro District,Abuja,"₦600,000,000"
3394,2024,Detached Duplex,4,5,5,Unknown,Galadimawa,Abuja,"₦350,000,000"
3395,2024,Detached Duplex,5,5,5,4,Apo,Abuja,"₦200,000,000"
3396,2024,Terraced Duplex,4,5,5,3,Jahi,Abuja,"₦185,000,000"
3397,2024,Terraced Duplex,4,5,5,5,Katampe,Abuja,"₦150,000,000"
3398,2024,Flat / Apartment,3,3,4,4,Guzape District,Abuja,"₦250,000,000"
3399,2024,Terraced Duplex,5,5,6,4,Jahi,Abuja,"₦300,000,000"
3400,2024,Terraced Duplex,5,5,6,2,Jahi,Abuja,"₦180,000,000"
3401,2024,House,5,5,6,Unknown,Guzape District,Abuja,"₦240,000,000"
3402,2024,Terraced Duplex,4,5,5,Unknown,Kado,Abuja,"₦400,000,000"
3403,2024,Terraced Duplex,4,5,5,Unknown,Jahi,Abuja,"₦350,000,000"
3404,2024,Terraced Duplex,4,5,5,5,Life Camp,Abuja,"₦85,000,000"
3405,2024,Terraced Duplex,4,Unknown,5,Unknown,Guzape District,Abuja,"₦200,000,000"
3406,2024,Terraced Duplex,3,Unknown,3,Unknown,Lokogoma District,Abuja,"₦80,000,000"
3407,2024,Terraced Duplex,4,4,4,Unknown,Guzape District,Abuja,"₦280,000,000"
3408,2024,Terraced Duplex,4,4,5,2,Katampe,Abuja,"₦140,000,000"
3409,2024,Detached Bungalow,3,3,4,4,Idu Industrial,Abuja,"₦145,000,000"
3410,2024,Terraced Duplex,4,4,5,2,Wuse,Abuja,"₦250,000,000"
3411,2024,Terraced Duplex,3,4,5,3,Dakwo,Abuja,"₦125,000,000"
3412,2024,Terraced Duplex,4,5,6,Unknown,Jahi,Abuja,"₦300,000,000,000"
3413,2024,Flat / Apartment,2,2,3,3,Kaura,Abuja,"₦65,000,000"
3414,2024,Flat / Apartment,2,Unknown,Unknown,Unknown,Galadimawa,Abuja,"₦35,000,000"
3415,2024,Flat / Apartment,3,4,4,Unknown,Jahi,Abuja,"₦120,000,000"
3416,2024,Detached Duplex,4,Unknown,5,Unknown,Life Camp,Abuja,"₦100,000,000"
3417,2024,Detached Duplex,7,7,8,7,Gwarinpa,Abuja,"₦500,000,000"
3418,2024,Terraced Duplex,4,Unknown,5,Unknown,Mabushi,Abuja,"₦270,000,000"
3419,2024,Detached Bungalow,3,3,4,7,Lokogoma District,Abuja,"₦60,000,000"
3420,2024,Flat / Apartment,2,Unknown,3,Unknown,Kaura,Abuja,"₦65,000,000"
3421,2024,Detached Duplex,7,8,8,Unknown,Karsana,Abuja,"₦500,000,000"
3422,2024,House,4,5,5,Unknown,Mabushi,Abuja,"₦270,000,000"
3423,2024,Terraced Duplex,4,4,5,Unknown,Apo,Abuja,"₦120,000,000"
3424,2024,Detached Duplex,5,Unknown,Unknown,Unknown,Wuye,Abuja,"₦750,000,000"
3425,2024,Terraced Duplex,2,2,3,Unknown,Kabusa,Abuja,"₦50,000,000"
3426,2024,Terraced Duplex,4,6,5,14,Mabushi,Abuja,"₦250,000,000"
3427,2024,Detached Duplex,7,7,8,Unknown,Karsana,Abuja,"₦500,000,000"
3428,2024,Detached Duplex,7,9,8,10,Maitama District,Abuja,"₦1,400,000,000"
3429,2024,Detached Duplex,5,5,6,7,Gwarinpa,Abuja,"₦350,000,000"
3430,2024,Detached Duplex,5,5,6,4,Life Camp,Abuja,"₦70,000,000"
3431,2024,Detached Duplex,4,5,5,3,Jahi,Abuja,"₦420,000,000"
3432,2024,Detached Duplex,6,6,7,Unknown,Life Camp,Abuja,"₦290,000,000"
3433,2024,Flat / Apartment,3,3,4,Unknown,Katampe,Abuja,"₦150,000,000"
3434,2024,Flat / Apartment,3,3,4,Unknown,Jahi,Abuja,"₦130,000,000"
3435,2024,Terraced Duplex,4,4,5,2,Life Camp,Abuja,"₦210,000,000"
3436,2024,Terraced Duplex,4,4,5,3,Wuse,Abuja,"₦380,000,000"
3437,2024,Terraced Duplex,4,5,5,3,Jahi,Abuja,"₦310,000,000"
3438,2024,Detached Duplex,4,Unknown,4,Unknown,Life Camp,Abuja,"₦100,000,000"
3439,2024,Terraced Duplex,5,6,6,5,Jahi,Abuja,"₦500,000,000"
3440,2024,Terraced Duplex,4,5,5,4,Lugbe District,Abuja,"₦67,000,000"
3441,2024,Flat / Apartment,3,4,4,Unknown,Mabushi,Abuja,"₦150,000,000"
3442,2024,Terraced Duplex,4,5,5,Unknown,Asokoro District,Abuja,"₦230,000,000"
3443,2024,Terraced Duplex,5,Unknown,Unknown,Unknown,Wuye,Abuja,"₦400,000,000"
3444,2024,Terraced Duplex,20,20,5,10,Wuye,Abuja,"₦1,000,000,000"
3445,2024,Detached Bungalow,2,3,3,Unknown,Lokogoma District,Abuja,"₦15,000,000"
3446,2024,Detached Duplex,6,Unknown,Unknown,Unknown,Asokoro District,Abuja,"₦1,500,000,000"
3447,2024,Terraced Duplex,4,6,5,20,Wuse,Abuja,"₦320,000,000"
3448,2024,Terraced Duplex,4,4,5,Unknown,Kukwaba,Abuja,"₦250,000,000"
3449,2024,Detached Duplex,5,5,6,Unknown,Wuye,Abuja,"₦400,000,000"
3450,2024,Terraced Duplex,4,4,5,Unknown,Jabi,Abuja,"₦300,000,000"
3451,2024,Terraced Duplex,4,5,5,3,Jahi,Abuja,"₦290,000,000"
3452,2024,Detached Duplex,7,9,8,10,Gwarinpa,Abuja,"₦500,000,000"
3453,2024,Terraced Duplex,4,6,5,20,Wuse,Abuja,"₦320,000,000"
3454,2024,Terraced Duplex,4,4,5,2,Mabushi,Abuja,"₦220,000,000"
3455,2024,Detached Duplex,5,5,1,5,Katampe,Abuja,"₦530,000,000"
3456,2024,Terraced Duplex,4,4,5,3,Jahi,Abuja,"₦350,000,000"
3457,2024,Terraced Duplex,4,5,5,Unknown,Life Camp,Abuja,"₦85,000,000"
3458,2024,Detached Bungalow,4,4,5,10,Kubwa,Abuja,"₦130,000,000"
3459,2024,Detached Duplex,4,4,4,5,Lugbe District,Abuja,"₦225,000,000"
3460,2024,Terraced Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦245,000,000"
3461,2024,Detached Duplex,6,6,7,8,Katampe,Abuja,"₦500,000,000"
3462,2024,Detached Duplex,5,5,6,5,Apo,Abuja,"₦15,000,000,000"
3463,2024,Detached Duplex,6,6,7,5,Asokoro District,Abuja,"₦900,000,000"
3464,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦290,000,000"
3465,2024,Terraced Duplex,5,5,6,10,Jahi,Abuja,"₦270,000,000"
3466,2024,Terraced Duplex,4,4,1,3,Wuye,Abuja,"₦110,000,000"
3467,2024,Terraced Duplex,5,6,6,3,Mabushi,Abuja,"₦200,000,000"
3468,2024,Detached Duplex,5,6,6,4,Mabushi,Abuja,"₦220,000,000"
3469,2024,Terraced Duplex,5,6,6,3,Mabushi,Abuja,"₦370,000,000"
3470,2024,Flat / Apartment,2,2,3,3,Wuse,Abuja,"₦85,000,000"
3471,2024,Terraced Duplex,4,4,5,4,Wuse,Abuja,"₦320,000,000"
3472,2024,Terraced Duplex,4,5,5,Unknown,Wuse,Abuja,"₦350,000,000"
3473,2024,House,5,6,7,Unknown,Jahi,Abuja,"₦400,000,000"
3474,2024,Terraced Duplex,4,4,5,Unknown,Katampe,Abuja,"₦155,000,000"
3475,2024,Terraced Duplex,3,3,4,3,Jahi,Abuja,"₦180,000,000"
3476,2024,Flat / Apartment,3,3,4,3,Wuye,Abuja,"₦100,000,000"
3477,2024,Detached Duplex,5,5,6,4,Lugbe District,Abuja,"₦180,000,000"
3478,2024,Flat / Apartment,2,2,3,Unknown,Guzape District,Abuja,"₦130,000,000"
3479,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3480,2024,Terraced Duplex,4,4,5,4,Wuse,Abuja,"₦320,000,000"
3481,2024,Terraced Duplex,4,4,5,Unknown,Gudu,Abuja,"₦200,000,000"
3482,2024,Terraced Duplex,4,4,5,Unknown,Gudu,Abuja,"₦200,000,000"
3483,2024,Flat / Apartment,2,3,3,Unknown,Wuse,Abuja,"₦85,000,000"
3484,2024,Flat / Apartment,2,2,3,2,Wuse,Abuja,"₦85,000,000"
3485,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦165,000,000"
3486,2024,Detached Duplex,5,5,6,6,Katampe,Abuja,"₦2,200,000,000"
3487,2024,Detached Duplex,5,5,6,5,Gwarinpa,Abuja,"₦300,000,000"
3488,2024,House,6,6,6,Unknown,Asokoro District,Abuja,"₦900,000,000"
3489,2024,House,6,6,6,Unknown,Guzape District,Abuja,"₦2,000,000,000"
3490,2024,House,6,6,6,Unknown,Katampe,Abuja,"₦750,000,000"
3491,2024,House,4,4,4,Unknown,Katampe,Abuja,"₦650,000,000"
3492,2024,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦280,000,000"
3493,2024,Terraced Duplex,5,5,6,3,Jahi,Abuja,"₦310,000,000"
3494,2024,Flat / Apartment,3,4,4,Unknown,Mabushi,Abuja,"₦150,000,000"
3495,2024,Flat / Apartment,3,3,4,3,Mabushi,Abuja,"₦150,000,000"
3496,2024,Detached Duplex,5,6,6,6,Katampe,Abuja,"₦280,000,000"
3497,2024,Detached Duplex,5,5,6,10,Maitama District,Abuja,"₦2,500,000,000"
3498,2024,Detached Duplex,6,6,7,3,Jahi,Abuja,"₦500,000,000"
3499,2024,Terraced Duplex,4,4,5,Unknown,Apo,Abuja,"₦80,000,000"
3500,2024,Flat / Apartment,2,2,3,3,Guzape District,Abuja,"₦130,000,000"
3501,2024,Terraced Duplex,4,6,5,Unknown,Life Camp,Abuja,"₦130,000,000"
3502,2024,Flat / Apartment,3,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦90,000,000"
3503,2024,Terraced Duplex,4,4,5,4,Katampe,Abuja,"₦145,000,000"
3504,2024,Flat / Apartment,3,3,4,3,Katampe,Abuja,"₦115,000,000"
3505,2024,Terraced Duplex,5,5,6,Unknown,Guzape District,Abuja,"₦450,000,000"
3506,2024,Detached Duplex,6,5,7,Unknown,Guzape District,Abuja,"₦470,000,000"
3507,2024,Terraced Duplex,4,4,5,3,Jahi,Abuja,"₦280,000,000"
3508,2024,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦280,000,000"
3509,2024,Flat / Apartment,2,2,3,3,Guzape District,Abuja,"₦130,000,000"
3510,2024,Detached Duplex,4,4,5,Unknown,Lugbe District,Abuja,"₦230,000,000"
3511,2024,Detached Duplex,5,5,6,Unknown,Kubwa,Abuja,"₦250,000,000"
3512,2024,Flat / Apartment,8,8,11,8,Kubwa,Abuja,"₦250,000,000"
3513,2024,Terraced Duplex,4,5,5,Unknown,Life Camp,Abuja,"₦90,000,000"
3514,2024,Terraced Duplex,4,4,5,3,Jahi,Abuja,"₦180,000,000"
3515,2024,House,4,Unknown,5,Unknown,Apo,Abuja,"₦200,000,000"
3516,2024,Detached Duplex,5,5,6,18,Kubwa,Abuja,"₦400,000,000"
3517,2024,House,4,Unknown,5,Unknown,Apo,Abuja,"₦200,000,000"
3518,2024,Terraced Duplex,4,4,5,4,Wuse,Abuja,"₦360,000,000"
3519,2024,Detached Duplex,6,Unknown,8,6,Maitama District,Abuja,"₦3,800,000,000"
3520,2024,Terraced Duplex,4,5,5,Unknown,Lugbe District,Abuja,"₦200,000,000"
3521,2024,Terraced Duplex,4,4,5,Unknown,Wuse 2,Abuja,"₦800,000,000"
3522,2024,Flat / Apartment,3,3,4,Unknown,Life Camp,Abuja,"₦80,000,000"
3523,2024,Detached Duplex,6,7,7,Unknown,Kaura,Abuja,"₦430,000,000"
3524,2024,Detached Duplex,5,6,6,4,Apo,Abuja,"₦470,000,000"
3525,2024,Detached Duplex,5,6,6,4,Wuye,Abuja,"₦700,000,000"
3526,2024,Terraced Duplex,5,6,6,4,Jahi,Abuja,"₦500,000,000"
3527,2024,Flat / Apartment,2,3,3,4,Mbora (Nbora),Abuja,"₦45,000,000"
3528,2024,Detached Duplex,6,7,7,Unknown,Guzape District,Abuja,"₦600,000,000"
3529,2024,Terraced Duplex,4,4,5,2,Katampe,Abuja,"₦350,000,000"
3530,2024,Detached Duplex,4,4,Unknown,5,Jabi,Abuja,"₦350,000,000"
3531,2024,Terraced Duplex,4,4,5,Unknown,Lugbe District,Abuja,"₦190,000,000"
3532,2024,Detached Duplex,6,6,7,6,Guzape District,Abuja,"₦750,000,000"
3533,2024,Detached Duplex,4,4,5,Unknown,Galadimawa,Abuja,"₦350,000,000"
3534,2024,Flat / Apartment,3,4,4,3,Gaduwa,Abuja,"₦110,000,000"
3535,2024,Terraced Duplex,4,4,5,Unknown,Apo,Abuja,"₦180,000,000"
3536,2024,Flat / Apartment,2,2,3,2,Katampe,Abuja,"₦190,000,000"
3537,2024,Detached Duplex,7,7,8,10,Maitama District,Abuja,"₦3,700,000,000"
3538,2024,Detached Duplex,5,6,6,10,Gwarinpa,Abuja,"₦360,000,000"
3539,2024,Detached Duplex,4,4,5,Unknown,Maitama District,Abuja,"₦850,000,000"
3540,2024,Detached Duplex,5,5,6,Unknown,Maitama District,Abuja,"₦800,000,000"
3541,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3542,2024,Detached Duplex,5,5,6,5,Lokogoma District,Abuja,"₦185,000,000"
3543,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦280,000,000"
3544,2024,Flat / Apartment,3,3,4,3,Jabi,Abuja,"₦78,000,000"
3545,2024,Detached Duplex,4,4,5,4,Lokogoma District,Abuja,"₦165,000,000"
3546,2024,Terraced Duplex,3,3,4,Unknown,Lokogoma District,Abuja,"₦140,000,000"
3547,2024,Terraced Duplex,4,4,5,Unknown,Apo,Abuja,"₦80,000,000"
3548,2024,Terraced Duplex,4,4,5,Unknown,Apo,Abuja,"₦200,000,000"
3549,2024,Detached Duplex,5,5,6,Unknown,Apo,Abuja,"₦300,000,000"
3550,2024,Detached Duplex,5,5,6,Unknown,Kado,Abuja,"₦420,000,000"
3551,2024,Detached Duplex,4,4,5,Unknown,Wuse,Abuja,"₦450,000,000"
3552,2024,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦280,000,000"
3553,2024,Terraced Duplex,4,4,5,Unknown,Wuse,Abuja,"₦330,000,000"
3554,2024,Detached Duplex,5,5,6,Unknown,Idu Industrial,Abuja,"₦325,000,000"
3555,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
3556,2024,Flat / Apartment,3,1,1,2,Life Camp,Abuja,"₦70,000,000"
3557,2024,Terraced Duplex,5,6,6,4,Jahi,Abuja,"₦250,000,000"
3558,2024,Detached Duplex,6,7,7,5,Katampe,Abuja,"₦680,000,000"
3559,2024,Terraced Duplex,5,5,6,2,Jahi,Abuja,"₦300,000,000"
3560,2024,Detached Duplex,5,7,6,7,Lugbe District,Abuja,"₦180,000,000"
3561,2024,Detached Bungalow,3,3,4,6,Lokogoma District,Abuja,"₦155,000,000"
3562,2024,Terraced Duplex,4,4,5,Unknown,Gaduwa,Abuja,"₦120,000,000"
3563,2024,Detached Duplex,5,5,6,Unknown,Lokogoma District,Abuja,"₦225,000,000"
3564,2024,Terraced Duplex,4,5,5,3,Guzape District,Abuja,"₦250,000,000"
3565,2024,Terraced Duplex,4,4,5,Unknown,Gaduwa,Abuja,"₦120,000,000"
3566,2024,Terraced Duplex,4,5,5,Unknown,Katampe,Abuja,"₦160,000,000"
3567,2024,Terraced Duplex,4,5,5,Unknown,Katampe,Abuja,"₦160,000,000"
3568,2024,Detached Duplex,5,6,6,Unknown,Maitama District,Abuja,"₦2,600,000,000"
3569,2024,Detached Duplex,5,6,6,Unknown,Wuye,Abuja,"₦800,000,000"
3570,2024,Terraced Duplex,4,5,5,Unknown,Gaduwa,Abuja,"₦120,000,000"
3571,2024,Terraced Duplex,4,5,5,Unknown,Gwarinpa,Abuja,"₦160,000,000"
3572,2024,Terraced Duplex,4,5,5,Unknown,Gwarinpa,Abuja,"₦160,000,000"
3573,2024,Detached Duplex,5,6,6,Unknown,Galadimawa,Abuja,"₦350,000,000"
3574,2024,Detached Duplex,5,6,6,Unknown,Galadimawa,Abuja,"₦350,000,000"
3575,2024,Detached Duplex,4,4,5,Unknown,Lokogoma District,Abuja,"₦270,000,000"
3576,2024,Detached Duplex,5,6,6,Unknown,Maitama District,Abuja,"₦2,600,000,000"
3577,2024,Detached Duplex,8,9,9,Unknown,Maitama District,Abuja,"₦2,300,000,000"
3578,2024,Detached Duplex,8,9,9,Unknown,Maitama District,Abuja,"₦2,300,000,000"
3579,2024,Detached Duplex,5,6,6,Unknown,Maitama District,Abuja,"₦2,600,000,000"
3580,2024,Detached Duplex,5,6,6,Unknown,Apo,Abuja,"₦470,000,000"
3581,2024,Detached Duplex,5,6,6,Unknown,Apo,Abuja,"₦470,000,000"
3582,2024,Detached Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦449,000,000"
3583,2024,Detached Bungalow,3,4,4,Unknown,Galadimawa,Abuja,"₦63,000,000"
3584,2024,Detached Bungalow,3,4,4,Unknown,Galadimawa,Abuja,"₦63,000,000"
3585,2024,Terraced Duplex,4,5,5,3,Jabi,Abuja,"₦290,000,000"
3586,2024,Detached Duplex,4,5,5,Unknown,Asokoro District,Abuja,"₦1,000,000,000"
3587,2024,Flat / Apartment,2,2,3,30,Kaura,Abuja,"₦60,000,000"
3588,2024,Detached Duplex,4,Unknown,5,10,Lokogoma District,Abuja,"₦260,000,000"
3589,2024,Detached Duplex,5,5,6,5,Lokogoma District,Abuja,"₦225,000,000"
3590,2024,Detached Duplex,5,5,6,6,Maitama District,Abuja,"₦2,600,000,000"
3591,2024,Flat / Apartment,3,3,4,3,Gwarinpa,Abuja,"₦65,000,000"
3592,2024,Detached Duplex,4,4,5,6,Lokogoma District,Abuja,"₦260,000,000"
3593,2024,Detached Duplex,5,5,6,5,Lokogoma District,Abuja,"₦185,000,000"
3594,2024,Terraced Duplex,4,Unknown,Unknown,Unknown,Wuye,Abuja,"₦350,000,000"
3595,2024,House,5,Unknown,6,Unknown,Jahi,Abuja,"₦500,000,000"
3596,2024,Flat / Apartment,3,4,4,Unknown,Life Camp,Abuja,"₦90,000,000"
3597,2024,Flat / Apartment,3,3,4,2,Gwarinpa,Abuja,"₦70,000,000"
3598,2024,Terraced Duplex,4,4,5,3,Life Camp,Abuja,"₦170,000,000"
3599,2024,Detached Duplex,4,Unknown,5,Unknown,Lokogoma District,Abuja,"₦85,000,000"
3600,2024,Flat / Apartment,4,4,Unknown,Unknown,Maitama District,Abuja,"₦500,000,000"
3601,2024,Detached Duplex,6,6,6,6,Maitama District,Abuja,"₦7,000,000,000"
3602,2024,Flat / Apartment,3,Unknown,4,Unknown,Gwarinpa,Abuja,"₦70,000,000"
3603,2024,Terraced Duplex,4,4,5,Unknown,Kado,Abuja,"₦300,000,000"
3604,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦300,000,000"
3605,2024,Terraced Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦250,000,000"
3606,2024,Detached Duplex,5,5,6,5,Wuye,Abuja,"₦600,000,000"
3607,2024,Detached Duplex,4,4,5,Unknown,Lugbe District,Abuja,"₦75,000,000"
3608,2024,Detached Duplex,4,4,5,3,Lugbe District,Abuja,"₦120,000,000"
3609,2024,Detached Duplex,7,7,8,10,Maitama District,Abuja,"₦4,000,000,000"
3610,2024,Terraced Duplex,5,5,6,6,Wuse 2,Abuja,"₦650,000,000"
3611,2024,Terraced Duplex,4,4,5,Unknown,Mabushi,Abuja,"₦150,000,000"
3612,2024,Flat / Apartment,3,3,4,2,Durumi,Abuja,"₦85,000,000"
3613,2024,Detached Duplex,7,7,8,7,Gwarinpa,Abuja,"₦160,000,000"
3614,2024,Detached Duplex,5,5,6,7,Gaduwa,Abuja,"₦270,000,000"
3615,2024,Terraced Duplex,4,4,5,Unknown,Mabushi,Abuja,"₦250,000,000"
3616,2024,Detached Duplex,7,7,8,3,Gwarinpa,Abuja,"₦800,000,000"
3617,2024,Terraced Duplex,4,4,5,3,Asokoro District,Abuja,"₦160,000,000"
3618,2024,Terraced Duplex,5,5,6,5,Durumi,Abuja,"₦350,000,000"
3619,2024,Detached Duplex,6,6,7,8,Asokoro District,Abuja,"₦1,500,000,000"
3620,2024,Terraced Duplex,4,5,5,4,Life Camp,Abuja,"₦180,000,000"
3621,2024,Detached Duplex,7,7,8,7,Guzape District,Abuja,"₦2,600,000,000"
3622,2024,Detached Duplex,4,4,5,12,Lokogoma District,Abuja,"₦150,000,000"
3623,2024,Detached Duplex,7,7,8,25,Jabi,Abuja,"₦2,100,000,000"
3624,2024,Detached Duplex,5,5,6,12,Jabi,Abuja,"₦500,000,000"
3625,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
3626,2024,Detached Duplex,6,6,Unknown,Unknown,Idu Industrial,Abuja,"₦300,000,000"
3627,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦170,000,000"
3628,2024,Terraced Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦320,000,000"
3629,2024,Flat / Apartment,3,3,4,Unknown,Life Camp,Abuja,"₦80,000,000"
3630,2024,Flat / Apartment,3,3,4,Unknown,Life Camp,Abuja,"₦40,000,000"
3631,2024,Terraced Duplex,4,5,5,Unknown,Apo,Abuja,"₦185,000,000"
3632,2024,Terraced Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦350,000,000"
3633,2024,Detached Duplex,3,4,4,Unknown,Kubwa,Abuja,"₦250,000,000"
3634,2024,Flat / Apartment,3,3,4,Unknown,Jahi,Abuja,"₦130,000,000"
3635,2024,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦280,000,000"
3636,2024,Terraced Duplex,5,6,6,Unknown,Guzape District,Abuja,"₦270,000,000"
3637,2024,Terraced Duplex,4,Unknown,5,Unknown,Guzape District,Abuja,"₦300,000,000"
3638,2024,Terraced Duplex,4,5,5,Unknown,Guzape District,Abuja,"₦250,000,000"
3639,2024,House,5,5,7,6,Guzape District,Abuja,"₦500,000,000"
3640,2024,Terraced Duplex,4,4,5,Unknown,Kado,Abuja,"₦260,000,000"
3641,2024,Flat / Apartment,3,3,4,Unknown,Idu Industrial,Abuja,"₦95,000,000"
3642,2024,Terraced Duplex,4,4,5,3,Life Camp,Abuja,"₦170,000,000"
3643,2024,Flat / Apartment,3,3,4,3,Karmo,Abuja,"₦90,000,000"
3644,2024,Terraced Duplex,4,5,5,Unknown,Karmo,Abuja,"₦215,000,000"
3645,2024,Terraced Duplex,4,5,5,Unknown,Kado,Abuja,"₦250,000,000"
3646,2024,Terraced Duplex,4,5,5,3,Wuse 2,Abuja,"₦750,000,000"
3647,2024,Detached Duplex,6,7,7,Unknown,Guzape District,Abuja,"₦900,000,000"
3648,2024,Terraced Duplex,5,6,6,Unknown,Jahi,Abuja,"₦600,000,000"
3649,2024,Flat / Apartment,2,3,3,Unknown,Guzape District,Abuja,"₦100,000,000"
3650,2024,Flat / Apartment,3,Unknown,Unknown,Unknown,Garki,Abuja,"₦85,000,000"
3651,2024,Detached Duplex,5,5,6,4,Wuye,Abuja,"₦420,000,000"
3652,2024,Terraced Duplex,4,4,5,3,Life Camp,Abuja,"₦150,000,000"
3653,2024,Detached Bungalow,2,Unknown,Unknown,Unknown,Kurudu,Abuja,"₦10,000,000"
3654,2024,Flat / Apartment,2,3,3,Unknown,Jahi,Abuja,"₦100,000,000"
3655,2024,Flat / Apartment,3,4,4,Unknown,Jahi,Abuja,"₦75,000,000"
3656,2024,Terraced Duplex,5,5,6,6,Jahi,Abuja,"₦270,000,000"
3657,2024,House,4,4,5,5,Jahi,Abuja,"₦320,000,000"
3658,2024,Terraced Duplex,4,4,5,4,Guzape District,Abuja,"₦250,000,000"
3659,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦300,000,000"
3660,2024,Terraced Duplex,4,4,5,Unknown,Katampe,Abuja,"₦250,000,000"
3661,2024,Flat / Apartment,1,1,2,1,Idu Industrial,Abuja,"₦40,000,000"
3662,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦190,000,000"
3663,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦180,000,000"
3664,2024,Terraced Duplex,4,4,5,4,Life Camp,Abuja,"₦280,000,000"
3665,2024,Detached Bungalow,3,3,4,3,Apo,Abuja,"₦70,000,000"
3666,2024,Terraced Duplex,4,5,5,Unknown,Guzape District,Abuja,"₦350,000,000"
3667,2024,Terraced Duplex,4,5,5,3,Maitama District,Abuja,"₦3,000,000,000"
3668,2024,Terraced Duplex,4,5,5,3,Jahi,Abuja,"₦350,000,000"
3669,2024,Terraced Duplex,4,5,5,3,Wuse,Abuja,"₦360,000,000"
3670,2024,Terraced Duplex,4,Unknown,5,Unknown,Kado,Abuja,"₦250,000,000"
3671,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3672,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦300,000,000"
3673,2024,Flat / Apartment,2,Unknown,Unknown,Unknown,Jahi,Abuja,"₦100,000,000"
3674,2024,Detached Duplex,6,6,7,Unknown,Katampe,Abuja,"₦450,000,000"
3675,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
3676,2024,Detached Duplex,5,5,6,Unknown,Katampe,Abuja,"₦680,000,000"
3677,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦300,000,000"
3678,2024,Terraced Duplex,5,5,6,Unknown,Durumi,Abuja,"₦300,000,000"
3679,2024,Terraced Duplex,4,4,5,Unknown,Wuye,Abuja,"₦250,000,000"
3680,2024,Detached Duplex,4,4,5,Unknown,Lugbe District,Abuja,"₦230,000,000"
3681,2024,Detached Duplex,5,5,6,Unknown,Jahi,Abuja,"₦270,000,000"
3682,2024,Terraced Duplex,4,4,5,Unknown,Asokoro District,Abuja,"₦350,000,000"
3683,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦400,000,000"
3684,2024,Detached Duplex,6,6,7,Unknown,Apo,Abuja,"₦500,000,000"
